报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,仓储记录ID,官方PDF,页面来源,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-NISTEP-RM284-60373759,RM:284,2019-08-01,W2,科学研究のベンチマーキング2019-論文分析でみる世界の研究活動の変化と日本の状況-,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/00006603,6653,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM284-60373759.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM284-60373759.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM284-60373759.md,5265,9503c0c18ae9a5d43a81ac2f6831860c80e67fa5cb84e1d1dc6f78b820fdb910,0,2051,官方发布页摘要已保存,,2026-08-22
C-NISTEP-DP173-F6081007,DP:173,2019-09-01,W2,理系分野の博士人材の多様化の計測―平成元年度～30年度学校基本調査データによる女性博士課程入学者数等の検討―,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动,http://hdl.handle.net/11035/00006606,6656,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP173-F6081007.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP173-F6081007.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP173-F6081007.md,4596519,3efee2de82ef1dc40a05233807950a1142d6712e4aedd5ca5771f498e26113c3,114,74713,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP174-CD767C28,DP:174,2019-11-01,W2,STI for SDGs に関する政策レビュー及び研究助成との関連づけへの人工知能（AI）関連技術の試行的活用,日文,讨论论文,作者讨论论文,核心科技直接材料,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/00006608,6658,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP174-CD767C28.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP174-CD767C28.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP174-CD767C28.md,18349420,48daac1b1df82a20360aeb3b499b3f5405097a102b0bb32d4e0c6db212edee31,196,275361,官方PDF已保存并校验,,2026-08-22
C-NISTEP-NR183-66533C73,NR:183,2019-11-01,W2,第11回科学技術予測調査 S&T Foresight 2019 総合報告書,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会；开放科学、研究诚信与治理,http://hdl.handle.net/11035/00006607,6657,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-NR183-66533C73.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-NR183-66533C73.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-NR183-66533C73.md,8547313,728228a80b5f10a7a7828684018072ff29df1a8b00fa672974027a03e1a26beb,80,65196,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM285-4601CD8F,RM:285,2019-11-01,W2,論文の引用・共著関係からみる我が国の研究活動の国際展開に関する分析,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；中国科技能力与国际比较,http://hdl.handle.net/11035/00006609,6659,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM285-4601CD8F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM285-4601CD8F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM285-4601CD8F.md,9239083,f889e479cc0ac0488e0e8afb907228af4b64e4206f73a007ca11aa5a590154b8,116,128044,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP175-CED1286D,DP:175,2019-12-01,W2,特許文書情報を用いた発明内容の抽出と出願人タイプ別特性比較,日文,讨论论文,作者讨论论文,核心科技直接材料,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006613,6663,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP175-CED1286D.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP175-CED1286D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP175-CED1286D.md,9463535,277cfa2dc8ee93e6f00cb065a61b5ac7d6875d1e6325c52a95fc93ed63116651,47,56561,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP176-485F693F,DP:176,2019-12-01,W2,博士課程在籍者のキャリアパス意識調査：移転可能スキルへの関心と博士留学生の意識,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；开放科学、研究诚信与治理,http://hdl.handle.net/11035/00006612,6662,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP176-485F693F.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP176-485F693F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP176-485F693F.md,2453023,37b8a410ff166b850d3ad2acc358f4c141859c3cf6aeff119f77bfae014e15bf,114,114618,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP177-4ED13B8C,DP:177,2019-12-01,W2,大学と民間企業による協働研究開発システムの実態―工学系の事例研究―,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；开放科学、研究诚信与治理,http://hdl.handle.net/11035/00006611,6661,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP177-4ED13B8C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP177-4ED13B8C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP177-4ED13B8C.md,2913316,f1920115292fadb8b27ed5ed498dfdfaaa4659da2f19f15228cee4ca8855a779,42,40418,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM286-784B0F58,RM:286,2019-12-01,W2,研究現場の閉塞感を打破するには:エビデンスベースの政策立案の前提条件の共有に向けて―NISTEP定点調査ワークショップ2019より―,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006610,6660,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM286-784B0F58.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM286-784B0F58.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM286-784B0F58.md,3682028,033920cfd73bb498df6d262c43f3dc97f7f9b7fccaf2384c426a4bae8ee6a994,148,187116,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP178-254C2030,DP:178,2020-02-01,W2,研究プロジェクトの中止・継続がイノベーションの成果に及ぼす影響とその決定要因：全国イノベーション調査による定量分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、资助与研究基础；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006620,6670,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP178-254C2030.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP178-254C2030.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP178-254C2030.md,389797,fd560fecdd12c0fe7ee74ed57ab30d068f0113fcc4695d073893dc07a01e4099,1,2095,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM287-3EB971AA,RM:287,2020-02-01,W2,数学研究に関する国際比較－「忘れられた科学」から－,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；中国科技能力与国际比较,http://hdl.handle.net/11035/00006628,6678,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-RM287-3EB971AA.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-RM287-3EB971AA.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-RM287-3EB971AA.md,6099982,76a6d14974d34b6bfa87bf576b0bbbbae01c7b5235442787cf3c992395b5c7c4,78,53822,官方PDF已保存并校验,,2026-08-22
C-NISTEP-DP179-298498DF,DP:179,2020-03-01,W2,大学における研究推進支援人材が外部研究資金獲得に与える影響,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/00006630,6680,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NISTEP-DP179-298498DF.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NISTEP-DP179-298498DF.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-NISTEP-DP179-298498DF.md,1966112,5e1b03a0613d511e2bbcd02d8c53b195268ab5e0427d77058d726c90cb33e258,36,40823,官方PDF已保存并校验,,2026-08-22
C-NISTEP-RM288-E91E1D04,RM:288,2020-03-01,W2,研究論文に着目した日英独の大学ベンチマーキング2019―大学の個性を活かし、国全体としての水準を向上させるために―,日文,调查资料,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006629,6679,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM288-E91E1D04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-RM288-E91E1D04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-RM288-E91E1D04.md,577708,b22ffa2152c0261dd5593b3fcb6d48fe30f3663ae023271205c270ec350a7b2d,0,331244,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-DP180-41F58C4D,DP:180,2020-04-01,W2,長期のインプット・アウトプットマクロデータを用いた日本の大学の論文生産の分析,日文,讨论论文,作者讨论论文,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006631,6681,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP180-41F58C4D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-DP180-41F58C4D.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-DP180-41F58C4D.md,285894,79ac334db4a3ca78f9cc8b2c531ae51ef4fcedf8e10fb8cd5cae6ae2f524bb71,0,136077,官方仓储PDF代理全文已保存,,2026-08-22
C-NISTEP-NR184-83FE88F6,NR:184,2020-04-01,W2,科学技術の状況に係る総合的意識調査（NISTEP定点調査2019）報告書,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作；科技前瞻、新兴议题与社会,http://hdl.handle.net/11035/00006632,6682,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR184-83FE88F6.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR184-83FE88F6.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-NR184-83FE88F6.md,4972,354e0903d8a6805579a5fa3480f3ae9b14aeb19201ba1c2d559a0259c98063d6,0,2027,官方发布页摘要已保存,,2026-08-22
C-NISTEP-NR185-57CF4659,NR:185,2020-04-01,W2,科学技術の状況に係る総合的意識調査（NISTEP定点調査2019）データ集,日文,NISTEP正式报告,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；关键技术、专利与产业竞争力；科技指标、论文与国际比较；科研体系、资助与研究基础；科技人才、博士与职业流动；企业研发、创新与产学合作,http://hdl.handle.net/11035/00006633,6683,,既有本地资产,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR185-57CF4659.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NISTEP-NR185-57CF4659.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页转写\C-NISTEP-NR185-57CF4659.md,3079332,fdf283f1c057aa720f57b9c092779dcfb8dfc3a3e6da2ed6bdf392549031f033,0,1370062,官方仓储PDF代理全文已保存,,2026-08-22
