报告ID,统一目录报告ID,发布日期,报告名称,官方文类,官方文号,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-EU-STOA-EPRS-IDA-2020-652079,C-EU-STOA-EPRS-IDA-2020-652079,2020-09-21,"Disruption by technology: Impacts on politics, economics and society",In-Depth Analysis,EPRS_IDA(2020)652079,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_IDA(2020)652079,"Technological development has long been considered as a disruptive force, provoking change at many levels, from the routine daily activities of individuals to dramatic competition between global superpowers. This analysis examines disruption caused by technologies in a series of key areas of politics, economics and society. It focuses on seven fields: the economic system, the military and defence, democratic debates and the 'infosphere', social norms, values and identities, international relations ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-656316,C-EU-STOA-EPRS-ATA-2020-656316,2020-11-20,What if AI could help us become 'greener'?,At a Glance,EPRS_ATA(2020)656316,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)656316,"While some argue that AI can potentially be useful or even indispensable in ‘green transitions’, important questions remain open. Should AI be only used in resolving different specific problems (for example, intelligent pollinating robots replacing a declining bee population) or should AI be employed in ‘governing’ the sustainability of complex socio-economic systems such as mobility, food, and energy? While the latter option is currently technically unattainable and may be ethically dubious, it ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-656297,C-EU-STOA-EPRS-ATA-2020-656297,2020-11-20,What if we could renew all our cells?,At a Glance,EPRS_ATA(2020)656297,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)656297,"Regenerative medicine (RM) is an interdisciplinary field that applies engineering and life science techniques to restore tissues and organs damaged by age, disease or trauma, as well as those with congenital defects. Promising data supports the future capability of using RM across a wide array of organ systems and contexts, including surface wounds, cardiovascular diseases and traumas and treatments for certain types of cancer.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-BRI-2020-641552,C-EU-STOA-EPRS-BRI-2020-641552,2020-12-14,The potential of hydrogen for decarbonising steel production,Briefing,EPRS_BRI(2020)641552,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_BRI(2020)641552,"The iron and steel industry is a major contributor to the overall anthropogenic CO2 emissions worldwide, and therefore a significant driver of climate change. This paper explores the possible options for decarbonising iron and steel production processes, focusing on the use of renewable hydrogen as an alternative to fossil coal. It explains the basic physical and chemical differences between the two alternative processes, their cost structures and potential for further cost reductions, as well as ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-656299,C-EU-STOA-EPRS-ATA-2020-656299,2020-12-21,"What if AI could improve thermal imaging, to help fight coronavirus?",At a Glance,EPRS_ATA(2020)656299,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)656299,"Thermal imaging cameras are currently being installed in office buildings, hospitals, shopping malls, schools and airports as a means of detecting people with fever-like symptoms. Given that these cameras are not necessarily designed to operate as medical devices, there are questions about their suitability in the context of the current pandemic. This note provides an overview of the use of thermal imaging empowered with artificial intelligence (AI) capabilities, its suitability in the context of ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-656317,C-EU-STOA-EPRS-ATA-2020-656317,2020-12-21,What if AI took care of traffic as well as driving?,At a Glance,EPRS_ATA(2020)656317,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)656317,"As happens with all applications of AI, autonomous vehicles require abundant data. Information external to the vehicle is crucial as it needs to know the structure of the road and the presence of obstacles or other vehicles in its path. Internal information is also essential, as the vehicle needs to know its own status and the reliability of critical elements, such as brakes. Even if autonomous vehicles need to detect traditional signals and allocate uncertainty areas while sharing the public thoroughfare ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-656298,C-EU-STOA-EPRS-ATA-2020-656298,2020-12-21,What if AI-powered passenger locator forms could help stop the spread of Covid-19?,At a Glance,EPRS_ATA(2020)656298,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)656298,"As decisions about who should get tested in an airport are important from public health and privacy perspectives, contact tracing and targeted testing based on AI-powered PLFs should be subject to thorough validation and accountability requirements so as to gain public trust and acceptance.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-656333,C-EU-STOA-EPRS-ATA-2020-656333,2020-12-21,What if artificial intelligence in medical imaging could accelerate Covid-19 treatment?,At a Glance,EPRS_ATA(2020)656333,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)656333,"Thermal imaging cameras are currently being installed in office buildings, hospitals, shopping malls, schools and airports as a means of detecting people with fever-like symptoms. Given that these cameras are not necessarily designed to operate as medical devices, there are questions about their suitability in the context of the current pandemic. This note provides an overview of the use of thermal imaging empowered with artificial intelligence (AI) capabilities, its suitability in the context of ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-656334,C-EU-STOA-EPRS-ATA-2020-656334,2020-12-21,What if blockchain could guarantee ethical AI?,At a Glance,EPRS_ATA(2020)656334,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)656334,"As artificial intelligence (AI) companies and other organisations are seeking ways to comply with ethical principles and requirements, blockchain, under specific circumstances, could be seen as a means to safeguard that AI is deployed in an ethically sound manner.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2020-656332,C-EU-STOA-EPRS-ATA-2020-656332,2020-12-21,What if technology and culture combined to boost a green recovery?,At a Glance,EPRS_ATA(2020)656332,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2020)656332,"With its recent European Green Deal framework, the EU is striving to achieve climate neutrality in its economy by 2050 and, simultaneously, bring itself on the path of recovery from the adverse effects of the COVID-19 pandemic. Technology will inevitably play a significant part in this process. However, historical experience tells us that culture and aesthetic have too had significant roles in recovery from a crises, be it war, economic recession, or an epidemic.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2020-656305,C-EU-STOA-EPRS-STU-2020-656305,2020-12-23,"Data subjects, digital surveillance, AI and the future of work",Study,EPRS_STU(2020)656305,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2020)656305,"The report provides an in-depth overview of the social, political and economic urgencies in identifying what we call the ‘new surveillance workplace’. The report assesses the range of technologies that are being introduced to monitor, track and, ultimately, watch workers, and looks at the immense changes they imbue in several arenas. How are institutions responding to the widespread uptake of new tracking technologies in workplaces, from the office, to the contact centre, to the factory? What are ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2021-656311,C-EU-STOA-EPRS-STU-2021-656311,2021-01-29,Digital automation and the future of work,Study,EPRS_STU(2021)656311,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)656311,"This report addresses the nature, scope and possible effects of digital automation. It reviews relevant literature and situates modern debates on technological change in historical context. It also offers some policy options that, if implemented, would help to harness technology for positive economic and social ends. The report recognises that technological change can affect not just the volume of work but also its quality. It identifies threats to job quality and an unequal distribution of the risks ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
