报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,语言,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-STEPI-A0201-1012,1012,A0201,정책연구,2021-12-30,W2,지속가능발전을 위한 산업·혁신정책 연계 아시아 사례 연구 -  중국·태국  -,"박동운
										
										외 2명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；科研体系、研发投入与评价；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1012,https://www.stepi.re.kr/common/report/Download.do?reIdx=1012&streFileNm=140b2120-f09c-46f3-aa27-6d411bbde85e.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1012.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1012.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1012.md,2185358,19cdfda8f801090aacff1ec02169bae0bcb1e903c727929527cb6ee26a40b346,140,157532,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1013,1013,A0201,정책연구,2021-12-30,W2,한국형 글로벌 인재 허브전략 수립을 위한 개념적 틀,"백대현
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1013,https://www.stepi.re.kr/common/report/Download.do?reIdx=1013&streFileNm=722d449f-babf-43cc-8fe7-8c863dd02906.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1013.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1013.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1013.md,1731952,74b521187a9d3439276a084c3f02558f9c9c78281eabdcbc7efe580d034096fa,132,141687,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1014,1014,A0201,정책연구,2021-12-30,W2,모빌리티 산업의 경쟁 지형을 고려한 디지털 전환 추진 전략 연구,"윤정섭
										
										외 3명",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1014,https://www.stepi.re.kr/common/report/Download.do?reIdx=1014&streFileNm=332119dd-7a60-4567-93aa-e15b4983b2fb.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1014.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1014.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1014.md,4000052,6c1dfec7a54946ebafdbd5f8ad055dc9fcf8752a2df7da44eb6c9b4159161547,174,174553,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1015,1015,A0201,정책연구,2021-12-30,W2,국가 R&D 체계 개선을 위한 제언,"안두현
										
										외 1명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1015,https://www.stepi.re.kr/common/report/Download.do?reIdx=1015&streFileNm=f6e0a312-2fa3-4cf1-96a3-52688d40705c.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1015.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1015.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1015.md,1405744,190cb42aa600da861e9cae27826472cd71e1aafe530266579dae357ba4fd167a,86,81129,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1016,1016,A0201,정책연구,2021-12-30,W2,플랫폼 경제의 부상과 혁신적이고 공정한 산업 생태계 조성 방안,"최병삼
										
										외 1명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1016,https://www.stepi.re.kr/common/report/Download.do?reIdx=1016&streFileNm=f15b93de-7914-4d38-81b7-b79b0630aa38.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1016.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1016.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1016.md,2601787,6f984ad569bd1a2affcdb56abf93ee6881ca7fa3731b78246e9fa874bf2cdefe,148,143938,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1017,1017,A0201,정책연구,2021-12-30,W2,정부 지역혁신계획의 체계성 제고 방안,"한웅규
										
										외 1명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1017,https://www.stepi.re.kr/common/report/Download.do?reIdx=1017&streFileNm=2b6fba89-4fe8-4c4a-a3df-77a75b4a9be1.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1017.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1017.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1017.md,3049182,29412f71157a338433b931be74fbe69f1feeded6b698187a74aa2005d6b0d986,127,123545,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1018,1018,A0201,정책연구,2021-12-30,W2,과기외교 효과 분석 및 기반 구축 방안,"박환일
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1018,https://www.stepi.re.kr/common/report/Download.do?reIdx=1018&streFileNm=135137c4-f83b-4f3d-8dc4-df8b9ffb9921.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1018.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1018.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1018.md,5765292,988e3ba510b3b53685fd6d2f7740d60982b492b0a3f9d0d9db9544b356989492,157,166948,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1019,1019,A0201,정책연구,2021-12-30,W2,기업 연구개발 촉진을 위한 기술료 제도 변경의 주요내용과 개선과제,"전지은
										
										외 1명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1019,https://www.stepi.re.kr/common/report/Download.do?reIdx=1019&streFileNm=0f92dcc4-8c11-4ae3-a74c-b2a32bf1427c.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1019.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1019.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1019.md,829615,30f8453671b0996439b01506bff9f9d15e71713b452b5af0a73b29ce0d7378c2,69,68068,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1020,1020,A0201,정책연구,2021-12-30,W2,과학기술기반 미래연구사업 (13차년도),"정일영
										
										외 10명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1020,https://www.stepi.re.kr/common/report/Download.do?reIdx=1020&streFileNm=1d190fb7-02e9-4708-8eeb-3da252bcc019.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1020.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1020.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1020.md,17418248,acf14c69f61d03263a603959fa9d4855069d443f923a10aa42fac99d22a0a9f3,588,553897,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1021,1021,A0201,정책연구,2021-12-30,W2,중국(중화권) 첨단기술 모니터링 및 DB 구축사업: 스마트 교육·디지털 헬스케어 (10차년도),"백서인
										
										외 12명",韩文,机构正式研究,核心科技直接材料,中国科技与国际比较；人工智能、数据与数字技术；半导体、量子与战略技术；生命科学、生物技术与健康,https://www.stepi.re.kr/site/stepiko/report/View.do?cateCont=A0201&reIdx=1021,https://www.stepi.re.kr/common/report/Download.do?reIdx=1021&streFileNm=cda8a3bf-728a-4754-a8c0-a8e49c7ee79f.zip&cateCont=A0201&purpose=1&jobGroup=1,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1021.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1021.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1021.md,4617737,ac38e9e64d230fba9b8b34dbb86fb54ae7e0f57a2ef15ade808215b9211833fa,245,274811,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1022,1022,A0201,정책연구,2021-12-30,W2,기술규제 개혁을 위한 의제설정 연구사업 (5차년도),"이광호
										
										외 12명",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1022,,,,,0,,0,0,官方目录无PDF正文,官方目录无PDF,,2026-08-22
C-STEPI-A0201-1023,1023,A0201,정책연구,2021-12-30,W2,국가 난제 해결을 위한 과학기술 관점의 경제·사회 시스템 혁신전략 연구 (3차년도),"하태정
										
										외 12명",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1023,,,,,0,,0,0,官方目录无PDF正文,官方目录无PDF,,2026-08-22
C-STEPI-A0201-1024,1024,A0201,정책연구,2021-12-30,W2,스마트생산 열린혁신랩 운영 및 연구사업 - 2차년도 -,"오윤환
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1024,https://www.stepi.re.kr/common/report/Download.do?reIdx=1024&streFileNm=dd9dcda1-d9b7-490a-b153-9a0418c19c36.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1024.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1024.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1024.md,7035601,d3d7e66e0e3021bc2f89922c61f32cff113ee5a11293665247b0e974828958be,296,283958,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1025,1025,A0201,정책연구,2021-12-30,W2,글로벌 기술-통상 패러다임 변화에 따른 혁신정책 대응 전략(1차년도),"유지영
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；半导体、量子与战略技术；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1025,https://www.stepi.re.kr/common/report/Download.do?reIdx=1025&streFileNm=65cb8e3a-9efb-42a2-aa79-c0a1bc3e05f2.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1025.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1025.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1025.md,5016461,ee429119b0cf399e3270b8fb920e5eb0335903c483f306969f1a37641b7441ae,253,261048,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1026,1026,A0201,정책연구,2021-12-30,W2,‘도전과 혁신 중심’ 국가과학기술정책 이행점검체계 구축사업,"이명화
										
										외 6명",韩文,机构正式研究,科技创新政策与能力基线,生命科学、生物技术与健康；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1026,https://www.stepi.re.kr/common/report/Download.do?reIdx=1026&streFileNm=05a4bdb5-a041-4db5-b3b6-861d04ad538d.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1026.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1026.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1026.md,3737296,56044b6dd50c2508256bf39fa3365c770d4ff980aa888711b42311720498917e,336,375457,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1027,1027,A0201,정책연구,2021-12-30,W2,2021년도 국제기술혁신협력사업,"김지현
										
										외 11명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1027,https://www.stepi.re.kr/common/report/Download.do?reIdx=1027&streFileNm=3530263d-1942-4fc0-80d4-0807e61938bb.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1027.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1027.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1027.md,21094038,9f564b82dc148a34cf815397ea926a17c554d4c8ef172a3761940f28b7e87310,306,225777,可检索文本,官方PDF已保存并校验,,2026-08-22
