主题标签,报告ID,发布日期,观察窗,材料类型,报告名称,资料角色,官方摘要,本地原始资产,本地文本,官方落地页
技术转移与出口管制,C-CSET-3452,2020-09-24,W2,CSET原创研究报告,The Chipmakers,作者/项目正式研究,"Technical leadership in the semiconductor industry has been a cornerstone of U.S. military and economic power for decades, but continued competitiveness is not guaranteed. This issue brief exploring the composition of the workforce bolstering U.S. leadership in the semiconductor industry concludes that immigration restrictions are directly at odds with U.S. efforts to secure its supply chains.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3452.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3452.txt,https://cset.georgetown.edu/publication/the-chipmakers-u-s-strengths-and-priorities-for-the-high-end-semiconductor-workforce/
军民融合与国防科技,C-CSET-3452,2020-09-24,W2,CSET原创研究报告,The Chipmakers,作者/项目正式研究,"Technical leadership in the semiconductor industry has been a cornerstone of U.S. military and economic power for decades, but continued competitiveness is not guaranteed. This issue brief exploring the composition of the workforce bolstering U.S. leadership in the semiconductor industry concludes that immigration restrictions are directly at odds with U.S. efforts to secure its supply chains.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3452.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3452.txt,https://cset.georgetown.edu/publication/the-chipmakers-u-s-strengths-and-priorities-for-the-high-end-semiconductor-workforce/
科技人才与科研安全,C-CSET-3674,2020-10-13,W2,CSET原创研究报告,Estimating the Number of Chinese STEM Students in the United States,作者/项目正式研究,"In recent years, concern has grown about the risks of Chinese nationals studying science, technology, engineering and mathematics (STEM) subjects at U.S. universities. This data brief estimates the number of Chinese students in the United States in detail, according to their fields of study and degree level. Among its findings: Chinese nationals comprise 16 percent of all graduate STEM students and 2 percent of undergraduate STEM students, lower proportions than were previously suggested in U.S. government reports.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3674.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3674.txt,https://cset.georgetown.edu/publication/estimating-the-number-of-chinese-stem-students-in-the-united-states/
数字治理与网络安全,C-CSET-3674,2020-10-13,W2,CSET原创研究报告,Estimating the Number of Chinese STEM Students in the United States,作者/项目正式研究,"In recent years, concern has grown about the risks of Chinese nationals studying science, technology, engineering and mathematics (STEM) subjects at U.S. universities. This data brief estimates the number of Chinese students in the United States in detail, according to their fields of study and degree level. Among its findings: Chinese nationals comprise 16 percent of all graduate STEM students and 2 percent of undergraduate STEM students, lower proportions than were previously suggested in U.S. government reports.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3674.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3674.txt,https://cset.georgetown.edu/publication/estimating-the-number-of-chinese-stem-students-in-the-united-states/
国家创新体系与产业政策,C-CSET-3674,2020-10-13,W2,CSET原创研究报告,Estimating the Number of Chinese STEM Students in the United States,作者/项目正式研究,"In recent years, concern has grown about the risks of Chinese nationals studying science, technology, engineering and mathematics (STEM) subjects at U.S. universities. This data brief estimates the number of Chinese students in the United States in detail, according to their fields of study and degree level. Among its findings: Chinese nationals comprise 16 percent of all graduate STEM students and 2 percent of undergraduate STEM students, lower proportions than were previously suggested in U.S. government reports.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3674.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3674.txt,https://cset.georgetown.edu/publication/estimating-the-number-of-chinese-stem-students-in-the-united-states/
科技人才与科研安全,C-CSET-3777,2020-10-16,W2,中国科技政策英译,Xi Jinping: Speech at the Symposium of Scientists,翻译材料，不代表机构观点,See our original translation of a speech that Xi delivered to a meeting of academics in 2020 that he convened to solicit input for China’s upcoming 14th Five-Year Plan.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3777.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3777.txt,https://cset.georgetown.edu/publication/xi-jinping-speech-at-the-symposium-of-scientists/
军民融合与国防科技,C-CSET-3777,2020-10-16,W2,中国科技政策英译,Xi Jinping: Speech at the Symposium of Scientists,翻译材料，不代表机构观点,See our original translation of a speech that Xi delivered to a meeting of academics in 2020 that he convened to solicit input for China’s upcoming 14th Five-Year Plan.,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3777.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3777.txt,https://cset.georgetown.edu/publication/xi-jinping-speech-at-the-symposium-of-scientists/
技术转移与出口管制,C-CSET-3780,2020-10-16,W2,中国科技政策英译,National Medium- to Long-Term Civilian Space Infrastructure Development Plan (2015-2025),翻译材料，不代表机构观点,"See our original translation of a document that lays out the PRC government’s priorities for developing China’s civilian space infrastructure through 2025. It recommends that China reduce its reliance on foreign civilian satellite technology, but also advocates for continued use of international exchanges and technology transfer as ways to catch up to more technologically advanced countries in space infrastructure.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3780.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3780.txt,https://cset.georgetown.edu/publication/national-medium-to-long-term-civilian-space-infrastructure-development-plan-2015-2025/
军民融合与国防科技,C-CSET-3780,2020-10-16,W2,中国科技政策英译,National Medium- to Long-Term Civilian Space Infrastructure Development Plan (2015-2025),翻译材料，不代表机构观点,"See our original translation of a document that lays out the PRC government’s priorities for developing China’s civilian space infrastructure through 2025. It recommends that China reduce its reliance on foreign civilian satellite technology, but also advocates for continued use of international exchanges and technology transfer as ways to catch up to more technologically advanced countries in space infrastructure.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3780.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3780.txt,https://cset.georgetown.edu/publication/national-medium-to-long-term-civilian-space-infrastructure-development-plan-2015-2025/
航天与其他前沿技术,C-CSET-3780,2020-10-16,W2,中国科技政策英译,National Medium- to Long-Term Civilian Space Infrastructure Development Plan (2015-2025),翻译材料，不代表机构观点,"See our original translation of a document that lays out the PRC government’s priorities for developing China’s civilian space infrastructure through 2025. It recommends that China reduce its reliance on foreign civilian satellite technology, but also advocates for continued use of international exchanges and technology transfer as ways to catch up to more technologically advanced countries in space infrastructure.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3780.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3780.txt,https://cset.georgetown.edu/publication/national-medium-to-long-term-civilian-space-infrastructure-development-plan-2015-2025/
人工智能与算力,C-CSET-3824,2020-10-22,W2,CSET原创研究报告,U.S. Semiconductor Exports to China: Current Policies and Trends,作者/项目正式研究,"The United States has long used export controls to prevent the proliferation of advanced semiconductors and the inputs necessary to produce them. With Beijing building up its own chipmaking industry, the United States has begun tightening restrictions on exports of semiconductor manufacturing equipment to China. This brief provides an overview of U.S. semiconductor export control policies and analyzes the impacts of those policies on U.S.-China trade.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3824.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3824.txt,https://cset.georgetown.edu/publication/u-s-semiconductor-exports-to-china-current-policies-and-trends/
技术转移与出口管制,C-CSET-3824,2020-10-22,W2,CSET原创研究报告,U.S. Semiconductor Exports to China: Current Policies and Trends,作者/项目正式研究,"The United States has long used export controls to prevent the proliferation of advanced semiconductors and the inputs necessary to produce them. With Beijing building up its own chipmaking industry, the United States has begun tightening restrictions on exports of semiconductor manufacturing equipment to China. This brief provides an overview of U.S. semiconductor export control policies and analyzes the impacts of those policies on U.S.-China trade.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3824.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3824.txt,https://cset.georgetown.edu/publication/u-s-semiconductor-exports-to-china-current-policies-and-trends/
人工智能与算力,C-CSET-3840,2020-10-27,W2,CSET原创研究报告,Designing Alternatives to China’s Repressive Surveillance State,作者/项目正式研究,"China has built a surveillance state that has increasingly incorporated AI-enabled technologies. Their use during the COVID-19 pandemic has softened the image of China’s surveillance system, presenting unique challenges to preventing the spread of such technologies around the globe. This policy brief outlines core actions the United States and its allies can take to combat the spread of surveillance systems that threaten basic human rights.",C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CSET-3840.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CSET-3840.txt,https://cset.georgetown.edu/publication/designing-alternatives-to-chinas-repressive-surveillance-state/
