主题标签,中国关联层级,科技关联层级,报告ID,发布日期,观察窗,材料类型,报告名称,资料角色,本地原始资产,本地文本,官方落地页
网络安全与数字治理,区域技术基线,核心科技直接材料,C-NBR-59455867FD,2023-03-07,W3,NBR评论,Overcoming Japan’s Uphill Battle Toward Digital Transformation,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-59455867FD.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-59455867FD.txt,https://www.nbr.org/publication/overcoming-japans-uphill-battle-toward-digital-transformation/
生物、量子及其他前沿技术,区域技术基线,核心科技直接材料,C-NBR-59455867FD,2023-03-07,W3,NBR评论,Overcoming Japan’s Uphill Battle Toward Digital Transformation,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-59455867FD.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-59455867FD.txt,https://www.nbr.org/publication/overcoming-japans-uphill-battle-toward-digital-transformation/
人工智能、芯片与算力,含中国比较的印太技术材料,核心科技直接材料,C-NBR-F3E2BFFB1C,2023-10-19,W3,NBR评论,Building Supply Chain Resiliency in the Indo-Pacific,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F3E2BFFB1C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F3E2BFFB1C.txt,https://www.nbr.org/publication/building-supply-chain-resiliency-in-the-indo-pacific/
网络安全与数字治理,含中国比较的印太技术材料,核心科技直接材料,C-NBR-F3E2BFFB1C,2023-10-19,W3,NBR评论,Building Supply Chain Resiliency in the Indo-Pacific,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F3E2BFFB1C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F3E2BFFB1C.txt,https://www.nbr.org/publication/building-supply-chain-resiliency-in-the-indo-pacific/
技术供应链与出口管制,含中国比较的印太技术材料,核心科技直接材料,C-NBR-F3E2BFFB1C,2023-10-19,W3,NBR评论,Building Supply Chain Resiliency in the Indo-Pacific,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F3E2BFFB1C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F3E2BFFB1C.txt,https://www.nbr.org/publication/building-supply-chain-resiliency-in-the-indo-pacific/
创新体系、标准与知识产权,含中国比较的印太技术材料,核心科技直接材料,C-NBR-F3E2BFFB1C,2023-10-19,W3,NBR评论,Building Supply Chain Resiliency in the Indo-Pacific,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F3E2BFFB1C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F3E2BFFB1C.txt,https://www.nbr.org/publication/building-supply-chain-resiliency-in-the-indo-pacific/
人工智能、芯片与算力,含中国比较的印太技术材料,核心科技直接材料,C-NBR-6E800DE6A2,2023-11-29,W3,NBR研究报告,Critical Technology Supply Chains in the Asia-Pacific Options for the United States to De-risk and Diversify,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-6E800DE6A2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-6E800DE6A2.txt,https://www.nbr.org/publication/critical-technology-supply-chains-in-the-asia-pacific-options-for-the-united-states-to-de-risk-and-diversify/
网络安全与数字治理,含中国比较的印太技术材料,核心科技直接材料,C-NBR-6E800DE6A2,2023-11-29,W3,NBR研究报告,Critical Technology Supply Chains in the Asia-Pacific Options for the United States to De-risk and Diversify,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-6E800DE6A2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-6E800DE6A2.txt,https://www.nbr.org/publication/critical-technology-supply-chains-in-the-asia-pacific-options-for-the-united-states-to-de-risk-and-diversify/
技术供应链与出口管制,含中国比较的印太技术材料,核心科技直接材料,C-NBR-6E800DE6A2,2023-11-29,W3,NBR研究报告,Critical Technology Supply Chains in the Asia-Pacific Options for the United States to De-risk and Diversify,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-6E800DE6A2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-6E800DE6A2.txt,https://www.nbr.org/publication/critical-technology-supply-chains-in-the-asia-pacific-options-for-the-united-states-to-de-risk-and-diversify/
创新体系、标准与知识产权,含中国比较的印太技术材料,核心科技直接材料,C-NBR-6E800DE6A2,2023-11-29,W3,NBR研究报告,Critical Technology Supply Chains in the Asia-Pacific Options for the United States to De-risk and Diversify,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-6E800DE6A2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-6E800DE6A2.txt,https://www.nbr.org/publication/critical-technology-supply-chains-in-the-asia-pacific-options-for-the-united-states-to-de-risk-and-diversify/
生物、量子及其他前沿技术,含中国比较的印太技术材料,核心科技直接材料,C-NBR-6E800DE6A2,2023-11-29,W3,NBR研究报告,Critical Technology Supply Chains in the Asia-Pacific Options for the United States to De-risk and Diversify,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-6E800DE6A2.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-6E800DE6A2.txt,https://www.nbr.org/publication/critical-technology-supply-chains-in-the-asia-pacific-options-for-the-united-states-to-de-risk-and-diversify/
网络安全与数字治理,区域技术基线,核心科技直接材料,C-NBR-93642DB4F4,2023-12-19,W3,NBR访谈,South Korea’s Capacity Building against North Korean Cyberthreats,作者访谈,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93642DB4F4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93642DB4F4.txt,https://www.nbr.org/publication/south-koreas-capacity-building-against-north-korean-cyberthreats/
创新体系、标准与知识产权,区域技术基线,核心科技直接材料,C-NBR-93642DB4F4,2023-12-19,W3,NBR访谈,South Korea’s Capacity Building against North Korean Cyberthreats,作者访谈,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93642DB4F4.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93642DB4F4.txt,https://www.nbr.org/publication/south-koreas-capacity-building-against-north-korean-cyberthreats/
人工智能、芯片与算力,含中国比较的印太技术材料,核心科技直接材料,C-NBR-285EE63E24,2024-03-05,W3,NBR研究报告,"U.S.-ROK Tech Cooperation: Export Controls, Data Policy, and Artificial Intelligence",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-285EE63E24.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-285EE63E24.txt,https://www.nbr.org/publication/u-s-rok-tech-cooperation-export-controls-data-policy-and-artificial-intelligence/
网络安全与数字治理,含中国比较的印太技术材料,核心科技直接材料,C-NBR-285EE63E24,2024-03-05,W3,NBR研究报告,"U.S.-ROK Tech Cooperation: Export Controls, Data Policy, and Artificial Intelligence",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-285EE63E24.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-285EE63E24.txt,https://www.nbr.org/publication/u-s-rok-tech-cooperation-export-controls-data-policy-and-artificial-intelligence/
技术供应链与出口管制,含中国比较的印太技术材料,核心科技直接材料,C-NBR-285EE63E24,2024-03-05,W3,NBR研究报告,"U.S.-ROK Tech Cooperation: Export Controls, Data Policy, and Artificial Intelligence",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-285EE63E24.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-285EE63E24.txt,https://www.nbr.org/publication/u-s-rok-tech-cooperation-export-controls-data-policy-and-artificial-intelligence/
创新体系、标准与知识产权,含中国比较的印太技术材料,核心科技直接材料,C-NBR-285EE63E24,2024-03-05,W3,NBR研究报告,"U.S.-ROK Tech Cooperation: Export Controls, Data Policy, and Artificial Intelligence",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-285EE63E24.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-285EE63E24.txt,https://www.nbr.org/publication/u-s-rok-tech-cooperation-export-controls-data-policy-and-artificial-intelligence/
生物、量子及其他前沿技术,含中国比较的印太技术材料,核心科技直接材料,C-NBR-285EE63E24,2024-03-05,W3,NBR研究报告,"U.S.-ROK Tech Cooperation: Export Controls, Data Policy, and Artificial Intelligence",作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-285EE63E24.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-285EE63E24.txt,https://www.nbr.org/publication/u-s-rok-tech-cooperation-export-controls-data-policy-and-artificial-intelligence/
人工智能、芯片与算力,区域技术基线,科技地缘经济基线,C-NBR-DEA97583F8,2024-03-16,W3,NBR评论,The U.S. APEC 2023 Host Year “Meets the Moment” in the Asia-Pacific,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-DEA97583F8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-DEA97583F8.txt,https://www.nbr.org/publication/the-u-s-apec-2023-host-year-meets-the-moment-in-the-asia-pacific/
网络安全与数字治理,区域技术基线,科技地缘经济基线,C-NBR-DEA97583F8,2024-03-16,W3,NBR评论,The U.S. APEC 2023 Host Year “Meets the Moment” in the Asia-Pacific,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-DEA97583F8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-DEA97583F8.txt,https://www.nbr.org/publication/the-u-s-apec-2023-host-year-meets-the-moment-in-the-asia-pacific/
技术供应链与出口管制,区域技术基线,科技地缘经济基线,C-NBR-DEA97583F8,2024-03-16,W3,NBR评论,The U.S. APEC 2023 Host Year “Meets the Moment” in the Asia-Pacific,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-DEA97583F8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-DEA97583F8.txt,https://www.nbr.org/publication/the-u-s-apec-2023-host-year-meets-the-moment-in-the-asia-pacific/
创新体系、标准与知识产权,区域技术基线,科技地缘经济基线,C-NBR-DEA97583F8,2024-03-16,W3,NBR评论,The U.S. APEC 2023 Host Year “Meets the Moment” in the Asia-Pacific,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-DEA97583F8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-DEA97583F8.txt,https://www.nbr.org/publication/the-u-s-apec-2023-host-year-meets-the-moment-in-the-asia-pacific/
人工智能、芯片与算力,直接涉华科技,核心科技直接材料,C-NBR-B921104DCC,2024-06-05,W3,NBR访谈,Data Security in China’s Industrial Sector,作者访谈,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B921104DCC.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B921104DCC.txt,https://www.nbr.org/publication/data-security-in-chinas-industrial-sector/
网络安全与数字治理,直接涉华科技,核心科技直接材料,C-NBR-B921104DCC,2024-06-05,W3,NBR访谈,Data Security in China’s Industrial Sector,作者访谈,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B921104DCC.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B921104DCC.txt,https://www.nbr.org/publication/data-security-in-chinas-industrial-sector/
技术供应链与出口管制,直接涉华科技,核心科技直接材料,C-NBR-B921104DCC,2024-06-05,W3,NBR访谈,Data Security in China’s Industrial Sector,作者访谈,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B921104DCC.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B921104DCC.txt,https://www.nbr.org/publication/data-security-in-chinas-industrial-sector/
创新体系、标准与知识产权,直接涉华科技,核心科技直接材料,C-NBR-B921104DCC,2024-06-05,W3,NBR访谈,Data Security in China’s Industrial Sector,作者访谈,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B921104DCC.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B921104DCC.txt,https://www.nbr.org/publication/data-security-in-chinas-industrial-sector/
人工智能、芯片与算力,直接涉华科技,核心科技直接材料,C-NBR-E1378BD35F,2024-06-27,W3,NBR背景材料,China’s Generative AI Ecosystem in 2024 Rising Investment and Expectations,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-E1378BD35F.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-E1378BD35F.txt,https://www.nbr.org/publication/chinas-generative-ai-ecosystem-in-2024-rising-investment-and-expectations/
