报告ID,统一目录报告ID,DOI,ISSN,系列,发布日期,报告名称,作者,科学技术创新主题,中国关联,DOI入口,OECD落地页,登记机构,资料层级,全文策略,源文件SHA256,采集日期
C-OECD-DOI-281BD7A9-EN,C-OECD-DOI-281BD7A9-EN,10.1787/281bd7a9-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2020-03-05,"Laggard firms, technology diffusion and its structural and policy determinants",,技术创新与关键技术；创新政策与研发治理；产业创新转化与区域生态,否,https://doi.org/10.1787/281bd7a9-en,https://www.oecd.org/en/publications/laggard-firms-technology-diffusion-and-its-structural-and-policy-determinants_281bd7a9-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-6856AB8C-EN,C-OECD-DOI-6856AB8C-EN,10.1787/6856ab8c-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2020-03-19,"Patterns of innovation, advanced technology use and business practices in Canadian firms",,技术创新与关键技术；创新政策与研发治理；产业创新转化与区域生态,否,https://doi.org/10.1787/6856ab8c-en,https://www.oecd-ilibrary.org/science-and-technology/patterns-of-innovation-advanced-technology-use-and-business-practices-in-canadian-firms_6856ab8c-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-A339DE43-EN,C-OECD-DOI-A339DE43-EN,10.1787/a339de43-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2020-04-08,Space sustainability,,技术创新与关键技术,否,https://doi.org/10.1787/a339de43-en,https://www.oecd-ilibrary.org/science-and-technology/space-sustainability_a339de43-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-0C2E643B-EN,C-OECD-DOI-0C2E643B-EN,10.1787/0c2e643b-en,2071-6826,OECD Digital Economy Papers,2020-04-09,Measuring consumer detriment and the impact of consumer policy,,创新政策与研发治理,否,https://doi.org/10.1787/0c2e643b-en,https://www.oecd.org/en/publications/measuring-consumer-detriment-and-the-impact-of-consumer-policy_0c2e643b-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-18D3BF19-EN,C-OECD-DOI-18D3BF19-EN,10.1787/18d3bf19-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2020-04-09,The 2018 OECD International Survey of Scientific Authors,,科学体系与基础研究；国际合作开放科学与比较,否,https://doi.org/10.1787/18d3bf19-en,https://www.oecd-ilibrary.org/science-and-technology/the-2018-oecd-international-survey-of-scientific-authors_18d3bf19-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-1B06C47C-EN,C-OECD-DOI-1B06C47C-EN,10.1787/1b06c47c-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2020-04-09,Charting the digital transformation of science,,科学体系与基础研究；技术创新与关键技术,否,https://doi.org/10.1787/1b06c47c-en,https://www.oecd-ilibrary.org/science-and-technology/charting-the-digital-transformation-of-science_1b06c47c-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-5F65FF7E-EN,C-OECD-DOI-5F65FF7E-EN,10.1787/5f65ff7e-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2020-05-01,Identifying and measuring developments in artificial intelligence,,技术创新与关键技术,否,https://doi.org/10.1787/5f65ff7e-en,https://www.oecd.org/en/publications/identifying-and-measuring-developments-in-artificial-intelligence_5f65ff7e-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-D8B0D605-EN,C-OECD-DOI-D8B0D605-EN,10.1787/d8b0d605-en,2071-6826,OECD Digital Economy Papers,2020-05-07,OECD GlobalRecalls portal,,国际合作开放科学与比较,否,https://doi.org/10.1787/d8b0d605-en,https://www.oecd.org/en/publications/oecd-globalrecalls-portal_d8b0d605-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-C7BDAA03-EN,C-OECD-DOI-C7BDAA03-EN,10.1787/c7bdaa03-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2020-05-28,Coverage and representativeness of Orbis data,,技术创新与关键技术,否,https://doi.org/10.1787/c7bdaa03-en,https://www.oecd-ilibrary.org/science-and-technology/coverage-and-representativeness-of-orbis-data_c7bdaa03-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-9E0E49A9-EN,C-OECD-DOI-9E0E49A9-EN,10.1787/9e0e49a9-en,2071-6826,OECD Digital Economy Papers,2020-06-02,Protecting children online,,科学技术创新综合目录,否,https://doi.org/10.1787/9e0e49a9-en,https://www.oecd-ilibrary.org/science-and-technology/protecting-children-online_9e0e49a9-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-0CA0CA45-EN,C-OECD-DOI-0CA0CA45-EN,10.1787/0ca0ca45-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2020-06-16,Addressing societal challenges using transdisciplinary research,,科学体系与基础研究,否,https://doi.org/10.1787/0ca0ca45-en,https://www.oecd.org/en/publications/addressing-societal-challenges-using-transdisciplinary-research_0ca0ca45-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-20F80FA1-EN,C-OECD-DOI-20F80FA1-EN,10.1787/20f80fa1-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2020-07-08,OECD case study of Norway’s digital science and innovation policy and governance landscape,,科学体系与基础研究；技术创新与关键技术；创新政策与研发治理,否,https://doi.org/10.1787/20f80fa1-en,https://www.oecd-ilibrary.org/science-and-technology/oecd-case-study-of-norway-s-digital-science-and-innovation-policy-and-governance-landscape_20f80fa1-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-E08AA3BB-EN,C-OECD-DOI-E08AA3BB-EN,10.1787/e08aa3bb-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2020-07-10,Building digital workforce capacity and skills for data-intensive science,,科学体系与基础研究；技术创新与关键技术；人才大学与科研组织,否,https://doi.org/10.1787/e08aa3bb-en,https://www.oecd-ilibrary.org/science-and-technology/building-digital-workforce-capacity-and-skills-for-data-intensive-science_e08aa3bb-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-7CC876F7-EN,C-OECD-DOI-7CC876F7-EN,10.1787/7cc876f7-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2020-08-03,Optimising the operation and use of national research infrastructures,,科学体系与基础研究,否,https://doi.org/10.1787/7cc876f7-en,https://www.oecd.org/en/publications/optimising-the-operation-and-use-of-national-research-infrastructures_7cc876f7-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-4BEDEB36-EN,C-OECD-DOI-4BEDEB36-EN,10.1787/4bedeb36-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2020-08-13,Capital incentive policies in the age of cloud computing,,科学技术创新综合目录,否,https://doi.org/10.1787/4bedeb36-en,https://www.oecd-ilibrary.org/science-and-technology/capital-incentive-policies-in-the-age-of-cloud-computing_4bedeb36-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-68058B95-EN,C-OECD-DOI-68058B95-EN,10.1787/68058b95-en,2071-6826,OECD Digital Economy Papers,2020-08-14,Current approaches to terrorist and violent extremist content among the global top 50 online content-sharing services,,国际合作开放科学与比较,否,https://doi.org/10.1787/68058b95-en,https://www.oecd-ilibrary.org/science-and-technology/current-approaches-to-terrorist-and-violent-extremist-content-among-the-global-top-50-online-content-sharing-services_68058b95-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-F58E9301-EN,C-OECD-DOI-F58E9301-EN,10.1787/f58e9301-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2020-08-20,Structural adjustment and changes to employment use in Japan,,科学技术创新综合目录,否,https://doi.org/10.1787/f58e9301-en,https://www.oecd-ilibrary.org/science-and-technology/structural-adjustment-and-changes-to-employment-use-in-japan_f58e9301-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-6345995E-EN,C-OECD-DOI-6345995E-EN,10.1787/6345995e-en,2071-6826,OECD Digital Economy Papers,2020-08-26,Measuring the economic value of data and cross-border data flows,,技术创新与关键技术,否,https://doi.org/10.1787/6345995e-en,https://www.oecd-ilibrary.org/science-and-technology/measuring-the-economic-value-of-data-and-cross-border-data-flows_6345995e-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-65234003-EN,C-OECD-DOI-65234003-EN,10.1787/65234003-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2020-09-03,The effects of R&D tax incentives and their role in the innovation policy mix,,科学体系与基础研究；创新政策与研发治理,否,https://doi.org/10.1787/65234003-en,https://www.oecd-ilibrary.org/science-and-technology/the-effects-of-r-d-tax-incentives-and-their-role-in-the-innovation-policy-mix_65234003-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-B9BE6CBF-EN,C-OECD-DOI-B9BE6CBF-EN,10.1787/b9be6cbf-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2020-10-12,International agreements on cross-border data flows and international trade,,技术创新与关键技术；国际合作开放科学与比较,否,https://doi.org/10.1787/b9be6cbf-en,https://www.oecd-ilibrary.org/science-and-technology/international-agreements-on-cross-border-data-flows-and-international-trade_b9be6cbf-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-A26BCED1-EN,C-OECD-DOI-A26BCED1-EN,10.1787/a26bced1-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2020-10-13,Barriers to exit in the steel sector,,科学技术创新综合目录,否,https://doi.org/10.1787/a26bced1-en,https://www.oecd-ilibrary.org/science-and-technology/barriers-to-exit-in-the-steel-sector_a26bced1-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-77B92072-EN,C-OECD-DOI-77B92072-EN,10.1787/77b92072-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2020-11-10,Declining business dynamism,,产业创新转化与区域生态,否,https://doi.org/10.1787/77b92072-en,https://www.oecd-ilibrary.org/science-and-technology/declining-business-dynamism_77b92072-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-ECE98FD3-EN,C-OECD-DOI-ECE98FD3-EN,10.1787/ece98fd3-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2020-11-18,The OECD STAN Database for industrial analysis,,技术创新与关键技术；产业创新转化与区域生态,否,https://doi.org/10.1787/ece98fd3-en,https://www.oecd-ilibrary.org/science-and-technology/the-oecd-stan-database-for-industrial-analysis_ece98fd3-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-E65D02AF-EN,C-OECD-DOI-E65D02AF-EN,10.1787/e65d02af-en,2071-6826,OECD Digital Economy Papers,2020-11-20,Encouraging digital security innovation,,技术创新与关键技术；创新政策与研发治理；安全供应链与治理边界（次级）,否,https://doi.org/10.1787/e65d02af-en,https://www.oecd-ilibrary.org/science-and-technology/encouraging-digital-security-innovation_e65d02af-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-8F2963B8-EN,C-OECD-DOI-8F2963B8-EN,10.1787/8f2963b8-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2020-11-23,CO2 emissions embodied in international trade and domestic final demand,,创新政策与研发治理；国际合作开放科学与比较,否,https://doi.org/10.1787/8f2963b8-en,https://www.oecd-ilibrary.org/science-and-technology/co2-emissions-embodied-in-international-trade-and-domestic-final-demand_8f2963b8-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-BB5225F1-EN,C-OECD-DOI-BB5225F1-EN,10.1787/bb5225f1-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2020-12-14,Collaborative platforms for innovation in advanced materials,,创新政策与研发治理,否,https://doi.org/10.1787/bb5225f1-en,https://www.oecd-ilibrary.org/science-and-technology/collaborative-platforms-for-innovation-in-advanced-materials_bb5225f1-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-64E4C18A-EN,C-OECD-DOI-64E4C18A-EN,10.1787/64e4c18a-en,2071-6826,OECD Digital Economy Papers,2020-12-15,OECD bundled communication price baskets,,科学技术创新综合目录,否,https://doi.org/10.1787/64e4c18a-en,https://www.oecd-ilibrary.org/science-and-technology/oecd-bundled-communication-price-baskets_64e4c18a-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
