报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-CRDS-FY2020-RR-04,CRDS-FY2020-RR-04,2020-10-01,W2,オープン化、国際化する研究におけるインテグリティ,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-RR-04.html,https://www.jst.go.jp/crds/pdf/2020/RR/CRDS-FY2020-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-RR-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-RR-04.md,1383285,2ca89b8fece4a0d87289a1648601927826602352421cba05c7784fdc4350861d,57,89927,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2020-RR-05,CRDS-FY2020-RR-05,2020-10-01,W2,感染症に強い国づくりに向けた感染症研究プラットフォームの構築に関する提言,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-RR-05.html,https://www.jst.go.jp/crds/pdf/2020/RR/CRDS-FY2020-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-RR-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-RR-05.md,12433829,4e59751759fe247ff5f7d3ac46bc847ff148346bfdd5b81e84374d8bcb6fb3d7,215,251839,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2020-XR-01,CRDS-FY2020-XR-01,2020-10-01,W2,日本語仮訳：トランスディシプリナリー研究（学際共創研究）の活用による社会的課題解決の取組み　OECD科学技術イノベーションポリシーペーパー（88号）,日文,海外科技政策调查,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-XR-01.html,https://www.jst.go.jp/crds/pdf/2020/XR/CRDS-FY2020-XR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-XR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-XR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-XR-01.md,2506583,f2310c4c1f412b9f746ac9d3e78c1696fab7e2c0b7f1f58f962fbe0f6033d9b9,88,130814,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2020-XR-02,CRDS-FY2020-XR-02,2020-10-01,W2,JSAI2020企画セッション報告書 「次世代ＡＩ研究開発 ―さらなる進化に向けて―」,日文,海外科技政策调查,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-XR-02.html,https://www.jst.go.jp/crds/pdf/2020/XR/CRDS-FY2020-XR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-XR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-XR-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-XR-02.md,4990664,a305cc0c202e7645092932d1953b286c4c87a7b4beff17e65e80423532c37f3f,50,54231,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2020-XR-03,CRDS-FY2020-XR-03,2020-10-01,W2,日本語仮訳：国レベルの研究インフラの運用と利用の最適化　OECD科学技術イノベーションポリシーペーパー（91号）,日文,海外科技政策调查,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-XR-03.html,https://www.jst.go.jp/crds/pdf/2020/XR/CRDS-FY2020-XR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-XR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-XR-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-XR-03.md,2152459,7f385a6a617e02e75fa4d68671c6714b27d5c51dcf4820cb41dac6ee9bd70eaa,56,68596,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2020-RR-06,CRDS-FY2020-RR-06,2021-01-01,W2,リサーチトランスフォーメーション（RX）　ポスト/withコロナ時代、これからの研究開発の姿へ向けて（—The Beyond Disciplines Collection—）,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-RR-06.html,https://www.jst.go.jp/crds/pdf/2020/RR/CRDS-FY2020-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-RR-06.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-RR-06.md,4873521,b1a173a8aa170e1cdb7d2c6d5875f68f45a2af5d78e898693a64f67d33be807a,78,112521,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2020-SP-02,CRDS-FY2020-SP-02,2021-02-01,W2,Society 5.0実現に向けた計算社会科学,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-SP-02.html,https://www.jst.go.jp/crds/pdf/2020/SP/CRDS-FY2020-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-SP-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-SP-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-SP-02.md,2640652,b9bf386fedef3f7b055e0491b814995e476a58d48ccd3a6a35198b57667a0356,38,51654,官方PDF已保存并校验,,2026-08-22
E-CRDS-2021-ENVENERGY,CRDS-FY2020-FR-01,2021-03-01,W2,研究開発の俯瞰報告書　環境・エネルギー分野（2021年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-FR-01.html,https://www.jst.go.jp/crds/pdf/2020/FR/CRDS-FY2020-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\E-CRDS-2021-ENVENERGY.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\E-CRDS-2021-ENVENERGY.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\E-CRDS-2021-ENVENERGY.md,12555379,976877ff0ece1a065c01c128ff632a0da8e3ac510f22b7df1bb5ce863da85220,668,1135948,复用库内既有资产,,2026-08-22
E-CRDS-2021-SYSTEMS,CRDS-FY2020-FR-02,2021-03-01,W2,研究開発の俯瞰報告書　システム・情報科学技術分野（2021年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-FR-02.html,https://www.jst.go.jp/crds/pdf/2020/FR/CRDS-FY2020-FR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\E-CRDS-2021-SYSTEMS.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\E-CRDS-2021-SYSTEMS.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\E-CRDS-2021-SYSTEMS.md,13060858,7e8280c35578cdb810e0c8afedebc3b453708f0a56dbc1badd5534b4fc3bd2c8,520,899279,复用库内既有资产,,2026-08-22
E-CRDS-2021-NANO,CRDS-FY2020-FR-03,2021-03-01,W2,研究開発の俯瞰報告書　ナノテクノロジー・材料分野（2021年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-FR-03.html,https://www.jst.go.jp/crds/pdf/2020/FR/CRDS-FY2020-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\E-CRDS-2021-NANO.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\E-CRDS-2021-NANO.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\E-CRDS-2021-NANO.md,11980129,7abfc1ca1539c71b892cb5f5c89aaa56175e856ae8a0bf4e61ef19d3d5d9992b,484,840920,复用库内既有资产,,2026-08-22
E-CRDS-2021-LIFE,CRDS-FY2020-FR-04,2021-03-01,W2,研究開発の俯瞰報告書　ライフサイエンス・臨床医学分野（2021年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-FR-04.html,https://www.jst.go.jp/crds/pdf/2020/FR/CRDS-FY2020-FR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\E-CRDS-2021-LIFE.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\E-CRDS-2021-LIFE.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\E-CRDS-2021-LIFE.md,13404410,53e367f9bd5b964a0cc91674cdce4f27e0ca659d85b2f783d306d224f19391f0,690,1296139,复用库内既有资产,,2026-08-22
C-CRDS-FY2020-FR-05,CRDS-FY2020-FR-05,2021-03-01,W2,研究開発の俯瞰報告書　主要国の研究開発戦略（2021年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-FR-05.html,https://www.jst.go.jp/crds/pdf/2020/FR/CRDS-FY2020-FR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-FR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-FR-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-FR-05.md,8569273,46966d03dbd370ca7947032cde9b504ce56062deaf07e237f9301957d6e651a4,241,364815,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2020-FR-06,CRDS-FY2020-FR-06,2021-03-01,W2,日本の科学技術イノベーション政策の変遷2021　科学技術基本法の制定から現在まで,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-FR-06.html,https://www.jst.go.jp/crds/pdf/2020/FR/CRDS-FY2020-FR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-FR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-FR-06.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-FR-06.md,8204582,cdb677ce7906afbd8769075323ac42bfa32bfd71212b213c90051c4b1c251fec,187,397886,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2020-RR-07,CRDS-FY2020-RR-07,2021-03-01,W2,研究機器・装置開発の諸課題 - 新たな研究を拓く機器開発とその実装・エコシステム形成へ向けて -（—The Beyond Disciplines Collection—）,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-RR-07.html,https://www.jst.go.jp/crds/pdf/2020/RR/CRDS-FY2020-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-RR-07.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-RR-07.md,11943111,572f4e9089e98737cedcef80263cf443edb424fcfe1b2358112141dbbeb89b24,105,180460,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2020-RR-08,CRDS-FY2020-RR-08,2021-03-01,W2,社会的課題解決のためのミッション志向型科学技術イノベーション政策の動向と課題,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2020-RR-08.html,https://www.jst.go.jp/crds/pdf/2020/RR/CRDS-FY2020-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2020-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2020-RR-08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2020-RR-08.md,4137561,272206a364f89f2f40265238ec8135ffc1f3337d7aa485a06692a349448b883a,73,103904,官方PDF已保存并校验,,2026-08-22
